,title,author,name,timeRange,update_Interval,Raum,metadatacreated,license
643,Fahrzeiten 2016 der VBZ im SOLL-IST-Vergleich (Nachführung eingestellt),"Verkehrsbetriebe Zürich, Departement der Industriellen Betriebe",vbz_fahrzeiten_ogd_2016,2016,['woechentlich'],Stadt Zürich,"['2019-08-07', '15:34:10.077033']",cc-zero
644,Fahrzeiten 2017 der VBZ im SOLL-IST-Vergleich (Nachführung eingestellt),"Verkehrsbetriebe Zürich, Departement der Industriellen Betriebe",vbz_fahrzeiten_ogd_2017,2017,['woechentlich'],Stadt Zürich,"['2019-08-07', '12:43:48.586655']",cc-zero
645,Shopping in Zürich (Zürich Tourismus),Zürich Tourismus,zt_shopping,Laufende Nachführung,['laufend'],Metropolregion Zürich,"['2019-07-29', '13:33:31.057116']",cc-by-sa
646,Basisplan 1:2500 schwarz/weiss (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_basisplan_1_2500_schwarz_weiss__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:08:57.674270']",cc-zero
647,Nachtleben: Clubs und Discos in Zürich (Zürich Tourismus),Zürich Tourismus,zt_nachtleben,Laufende Nachführung,['laufend'],Metropolregion Zürich,"['2019-07-29', '13:23:44.581422']",cc-by-sa
648,Basisplan 1:10000 schwarz/weiss (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_basisplan_1_10000_schwarz_weiss__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:09:58.053803']",cc-zero
649,ÖREB-Kataster - vereinfachtes Datenmodell ZH - Kommunale Verkehrsbaulinien (OGD) (kantonaler Datensatz),"Stab Rechtdienst, Amt für Mobilität, Kanton Zürich",ktzh_oereb_kataster___vereinfachtes_datenmodell_zh___kommunale_verkehrsbaulinien__ogd_,Laufende Nachführung,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:07:17.032175']",cc-zero
650,ÖREB-Kataster - vereinfachtes Datenmodell ZH - Kantonale Verkehrsbaulinien (OGD) (kantonaler Datensatz),"Stab Rechtdienst, Amt für Mobilität, Kanton Zürich",ktzh_oereb_kataster___vereinfachtes_datenmodell_zh___kantonale_verkehrsbaulinien__ogd_,Laufende Nachführung,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:01:37.973834']",cc-zero
651,Verkehrsmessstellen (OGD) (kantonaler Datensatz),"Projektieren und Realisieren, Tiefbauamt, Kanton Zürich",ktzh_verkehrsmessstellen__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:09:48.147319']",cc-zero
652,Haltestellen des öffentlichen Verkehrs  (OGD) (kantonaler Datensatz),", Verkehrsbetriebe Zürich, Kanton Zürich",ktzh_haltestellen_des_oeffentlichen_verkehrs___ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:05:22.018133']",cc-zero
653,Verkehrstechnik (BSA) (OGD) (kantonaler Datensatz),"Stab, Tiefbauamt, Kanton Zürich",ktzh_verkehrstechnik__bsa___ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:04:17.951863']",cc-zero
654,"Kennzahlen zu  Kitas (Kindertagesstätten) der Stadt Zürich, seit 2006","Kontraktmanagement, Zentrale Verwaltung, Sozialdepartement",sd_zv_kitas_kennzahlen,2006 - 2020,['jaehrlich'],Stadt Zürich,"['2020-06-03', '13:57:11.277566']",cc-zero
655,"Statistische Nachrichten, 1924-2001","Statistik Stadt Zürich, Präsidialdepartement",prd_ssz_statistische_nachrichten,1924 - 2001,['keine Nachfuehrung'],Stadt Zürich,"['2020-01-22', '11:04:41.672942']",cc-zero
656,Messwerte der Wetterstationen der Wasserschutzpolizei Zürich,"Wasserschutzpolizei, Stadtpolizei, Sicherheitsdepartement",sid_wapo_wetterstationen,22.04.2007 - aktuell,['laufend'],Stadt Zürich,"['2019-07-29', '13:36:03.675664']",cc-zero
657,Finanzdaten der Stadt Zürich,"Finanzverwaltung, Finanzdepartement",fd_rpktool,ab 2012,['laufende Nachfuehrung'],Stadt Zürich,"['2019-07-29', '13:36:31.293179']",cc-zero
658,"Verkehrszähldaten an der Rosengartenstrasse nach Fahrzeugtypen, seit 2020","Messung Luftqualität, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",ugz_verkehrsdaten_stundenwerte_rosengartenbruecke,21.01.2020 bis zum letzten vollendeten Tag,['taeglich'],Stadt Zürich,"['2020-10-21', '12:56:21.763440']",cc-zero
659,"Täglich aktualisierte Luftqualitätsmessungen, seit 1983","Messung Luftqualität, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",ugz_luftschadstoffmessung_tageswerte,Tagesmittelwerte seit Januar 1983,['taeglich'],Stadt Zürich,"['2020-10-21', '12:28:22.641365']",cc-zero
660,"Täglich aktualisierte Meteodaten, seit 1992","Messung Luftqualität, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",ugz_meteodaten_tagesmittelwerte,Tagesmittelwerte seit Januar 1992,['taeglich'],Stadt Zürich,"['2020-10-21', '12:42:50.270561']",cc-zero
661,"Verkehrszähldaten an der Stampfenbachstrasse nach Fahrzeugtypen, seit 2007","Messung Luftqualität, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",ugz_verkehrsdaten_stundenwerte_stampfenbachstrasse,2007 bis zur letzten vollendeten Stunde,['stuendlich'],Stadt Zürich,"['2020-10-21', '12:53:46.786920']",cc-zero
662,Historischer Übersichtsplan der Stadt Zürich zwischen 1932 und 1961,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_zwischen_1932_und_1961,01.01.1967,['keines'],Stadt Zürich,"['2019-11-18', '09:12:48.807198']",cc-zero
663,Historischer Übersichtsplan der Stadt Zürich um 1864,"-, -, -",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_1864,31.01.1864,['keines'],Stadt Zürich,"['2019-11-18', '09:02:48.254300']",cc-zero
664,Historische Karte J. Wild (~1850) (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_historische_karte_j-_wild___1850___ogd_,31.12.1850,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:10:43.567607']",cc-zero
